Date	SNB	SNB 1D volatility	SNB 3D volatility	SNB 5D volatility	SNB 5D volatility	SNB 5D volatility	SNB 5D volatility	SNB	SNB 1D volatility	SNB 3D volatility	SNB 5D volatility	SNB 5D volatility	SNB 5D volatility	SNB 5D volatility
2015-01-02	100.0	0.07693949851483173	0.08754456691406554	0.08464551136259586	0.08602351563191728	0.08518981939950433	0.08405226952106781	100.0	0.08131722183588376	0.0968903796708617	0.10019137356037178	0.09509204523918281	0.09935491106756512	0.10075175767357794
2015-01-05	100.06729120837878	0.0743869349308564	0.08533513074015103	0.083265270666712	0.08314573391073665	0.08359931912756285	0.08285286706037141	99.94556668800499	0.07895983797539592	0.09422383569823109	0.09822808838865252	0.09168074438176649	0.09725037518814446	0.09891169801747728
2015-01-06	100.39635720145192	0.07252481275353716	0.08386622727144662	0.08118304002305317	0.07949546257350527	0.08128821663589077	0.08097028982674795	100.27607013446081	0.07706367250760104	0.0921206872975677	0.09571451294502265	0.08766223015423598	0.09455873144255202	0.09655551021222747
2015-01-07	100.70850975009871	0.07055064502456881	0.08149294028603829	0.080243008498182	0.0773093389686961	0.08016669084276844	0.08018770292499589	100.58796254291049	0.07502659821506297	0.0893350173895727	0.09432240428615449	0.08513635241660675	0.0930590448659306	0.09525773630345087
2015-01-08	101.28456485320376	0.07107454955220423	0.08178263945094498	0.08139588997012578	0.0778501372810757	0.08122958819514799	0.0814169271993035	101.16117247776148	0.07546204040539024	0.08972502782564393	0.0946785827956526	0.08497894671775452	0.0934105323557417	0.09561707922753444
2015-01-09	101.05340437528243	0.0713332925648966	0.07918033712332809	0.07895808687787004	0.07397532532908138	0.0785666593163186	0.07917972504098361	100.92819221721669	0.07522312942488256	0.08699166668279336	0.09182329182713721	0.08075118975082891	0.09035451684902389	0.09294244276534569
2015-01-12	101.22106638117741	0.06891850995499264	0.07650017377025217	0.0767836137083415	0.0704655502022229	0.07618150698943103	0.07719341309921945	101.06337475088951	0.07267246957996953	0.08406452564966681	0.08946285064822093	0.07713961235893867	0.08782101971262317	0.09073732799611942
2015-01-13	101.60579824851126	0.06746792568718377	0.0740421804274443	0.07475941080357941	0.06721877719989616	0.07396066780627443	0.07534582259398213	101.26980403515986	0.07029076085170523	0.08163005565320319	0.08680767992945208	0.07334331892281447	0.08499011445991911	0.08824271231570784
2015-01-14	101.48982993566949	0.0665392549329891	0.0715389588774967	0.07222597867383718	0.06393932969929184	0.07127837293710303	0.07295329909423114	100.88456538680947	0.07225499118727913	0.07974388662406694	0.08417956918149094	0.07086854945890725	0.08229074485927616	0.08569989918360672
2015-01-15	85.02850210680299	0.7826607387448357	0.4582387509389089	0.36575366587424435	0.43967474593596834	0.37753377370673974	0.3550321807249558	84.76587287879515	0.7695037728785701	0.4600410517637297	0.3676015642611041	0.44025204902433035	0.3789535103919115	0.35730318263831123
2015-01-16	85.38162645825112	0.7588889795373335	0.6116014563747955	0.47911218650799653	0.5629385993797655	0.4930596949467982	0.46624925331326933	85.10846916913799	0.7462858349527618	0.6106077300004125	0.4802124823281273	0.5632617811225297	0.49377917646101743	0.4677402483010628
2015-01-20	87.15764097176033	0.7463596567627895	0.683236269480571	0.5346428185841964	0.6119829843832382	0.5482207559440905	0.5219176927467022	86.89718678937118	0.7348262126155111	0.6774898630644216	0.5349613375382545	0.611665985920502	0.5481574494966376	0.5226356211198585
