time,price
1513468800,18681.19
1513555200,18547.81
1513641600,18179.96
1513728000,16870.93
1513814400,15289.97
1513900800,13435.0
1513987200,14965.04
1514073600,12970.0
1514160000,14056.13
1514246400,15698.48
1514332800,15029.99
1514419200,13553.32
1514505600,14498.0
1514592000,12847.32
1514678400,13808.19
1514764800,13189.36
1514851200,14596.11
1514937600,14834.3
1515024000,14780.4
1515110400,16367.42
1515196800,16772.83
1515283200,16093.08
1515369600,14908.69
1515456000,14747.78
1515542400,14525.4
1515628800,13702.83
1515715200,13520.0
1515801600,14254.98
1515888000,13563.11
1515974400,13942.18
1516060800,11554.53
1516147200,9780.36
1516233600,11788.35
1516320000,11270.01
1516406400,12968.01
1516492800,11514.92
1516579200,10488.78
1516665600,11234.98
1516752000,11047.74
1516838400,11246.98
1516924800,11047.11
1517011200,11444.99
1517097600,11599.99
1517184000,11231.48
1517270400,9950.45
1517356800,9974.52
1517443200,8970.0
1517529600,8580.0
1517616000,9386.72
1517702400,8301.65
1517788800,6877.61
1517875200,7162.31
1517961600,8239.4
1518048000,8218.66
1518134400,8622.27
1518220800,8322.01
1518307200,8325.22
1518393600,8655.98
1518480000,8570.1
1518566400,9291.01
1518652800,10071.02
1518739200,9959.0
1518825600,10796.14
1518912000,10790.0
1518998400,11102.81
1519084800,11671.91
1519171200,10541.33
1519257600,9890.02
1519344000,10209.77
1519430400,9570.0
1519516800,9455.6
1519603200,10267.98
1519689600,10623.6
1519776000,10483.3
1519862400,10934.0
1519948800,10933.67
1520035200,11458.99
1520121600,11350.0
1520208000,11667.43
1520294400,10712.43
1520380800,9689.79
1520467200,9350.0
1520553600,8888.09
1520640000,9122.67
1520726400,9637.78
1520812800,8929.97
1520899200,9049.87
1520985600,8291.19
1521072000,8215.01
1521158400,8550.0
1521244800,7835.0
1521331200,7473.05
1521417600,8395.01
1521504000,8941.74
1521590400,8889.1
1521676800,8616.0
1521763200,8628.82
1521849600,8917.89
1521936000,8615.28
1522022400,7919.99
1522108800,7894.09
1522195200,7905.73
1522281600,7346.96
1522368000,6823.68
1522454400,7058.0
1522540800,6910.39
1522627200,6977.24
1522713600,7470.0
1522800000,6855.71
1522886400,6772.0
1522972800,6619.36
1523059200,6996.97
1523145600,6990.0
1523232000,6674.46
1523318400,6849.66
1523404800,6915.04
1523491200,7678.0
1523577600,8099.79
1523664000,8021.6
1523750400,8297.28
1523836800,7996.29
1523923200,7872.33
1524009600,8116.75
1524096000,8245.0
1524182400,8511.04
1524268800,8795.61
1524355200,8870.73
1524441600,8849.98
1524528000,9462.51
1524614400,8969.5
1524700800,8872.9
1524787200,9091.58
1524873600,9398.51
1524960000,9314.99
1525046400,9326.6
1525132800,8959.51
1525219200,9111.01
1525305600,9638.26
1525392000,9644.82
1525478400,9838.07
1525564800,9488.37
1525651200,9421.73
1525737600,9239.35
1525824000,9281.74
1525910400,9089.05
1525996800,8613.5
1526083200,8492.13
1526169600,8625.78
1526256000,8756.99
1526342400,8555.6
1526428800,8252.72
1526515200,8176.33
1526601600,8231.42
1526688000,8313.12
1526774400,8517.04
1526860800,8373.01
1526947200,8187.98
1527033600,7590.34
1527120000,7585.48
1527206400,7427.02
1527292800,7519.28
1527379200,7302.99
1527465600,7239.22
1527552000,7470.0
1527638400,7314.06
1527724800,7539.49
1527811200,7436.58
1527897600,7659.65
1527984000,7709.25
1528070400,7499.99
1528156800,7620.0
1528243200,7527.99
1528329600,7692.51
1528416000,7630.7
1528502400,7619.0
1528588800,6839.6
1528675200,6757.23
1528761600,6514.6
1528848000,6292.5
1528934400,6644.89
1529020800,6551.46
1529107200,6490.63
1529193600,6512.35
1529280000,6693.06
1529366400,6742.36
1529452800,6752.69
1529539200,6720.0
1529625600,6194.37
1529712000,6146.81
1529798400,6192.99
1529884800,6257.43
1529971200,6171.1
1530057600,6142.79
1530144000,6088.98
1530230400,5876.69
1530316800,6325.68
1530403200,6320.77
1530489600,6615.84
1530576000,6603.82
1530662400,6687.96
1530748800,6506.64
1530835200,6567.12
1530921600,6541.45
1531008000,6760.98
